iter	RMSE
0	0.1220194996
1	0.1187041047
2	0.1145154857
3	0.1114548224
4	0.1086112999
5	0.1058418018
6	0.1024182693
7	0.1000016506
8	0.09766110773
9	0.0951870655
10	0.09324086572
11	0.09089309396
12	0.0887908964
13	0.08654678855
14	0.08462745383
15	0.08280239285
16	0.08085374613
17	0.07874783527
18	0.07690921207
19	0.07511148167
20	0.07329787515
21	0.07147704493
22	0.06936192119
23	0.06765260053
24	0.06598352278
25	0.06396327936
26	0.06236419735
27	0.0608807196
28	0.05935717023
29	0.05786205978
30	0.0562546926
31	0.05501731358
32	0.05303978956
33	0.05170665507
34	0.05040792638
35	0.04912869697
36	0.04789325324
37	0.04669057048
38	0.04572830848
39	0.04441394088
40	0.04329402766
41	0.04220282948
42	0.04114507475
43	0.0398713487
44	0.03887133657
45	0.03789656231
46	0.03694801116
47	0.03602087134
48	0.03512230426
49	0.03423903044
50	0.0333807382
51	0.0325441092
52	0.03173024787
53	0.03094058668
54	0.0301643471
55	0.02940551714
56	0.02866902921
57	0.02795027172
58	0.02724952201
59	0.02656914625
60	0.02590308405
61	0.02525591949
62	0.02462371676
63	0.02400982231
64	0.02340891489
65	0.02282422519
66	0.02225328797
67	0.02169672882
68	0.02115571891
69	0.0206285082
70	0.02011469111
71	0.01961183952
72	0.01912165784
73	0.01864482924
74	0.01818033073
75	0.01772799623
76	0.01728513299
77	0.01685343585
78	0.01643416018
79	0.01602564311
80	0.01562731689
81	0.01523879559
82	0.0148584797
83	0.01448776793
84	0.01412786604
85	0.01377548632
86	0.01343112372
87	0.01309622813
88	0.01277105059
89	0.01245278826
90	0.0121438262
91	0.01184255912
92	0.01154767189
93	0.01126024908
94	0.01098010266
95	0.0107070495
96	0.01044091122
97	0.01018151409
98	0.009928859217
99	0.009683160081
100	0.009442792507
101	0.009209341072
102	0.008981792532
103	0.008760000937
104	0.00854297939
105	0.008329796124
106	0.008122076132
107	0.007919674045
108	0.0077224491
109	0.007530264932
110	0.007342008306
111	0.007158458096
112	0.00697949664
113	0.006805009222
114	0.006634883989
115	0.006469011887
116	0.006307286587
117	0.00614960442
118	0.005995864307
119	0.005845967697
120	0.005699818503
121	0.005557323038
122	0.00541838996
123	0.005282930209
124	0.005150856952
125	0.005022085526
126	0.004896533386
127	0.00477412005
128	0.004654767047
129	0.004538397869
130	0.00442493792
131	0.004314314471
132	0.004206456607
133	0.00410129519
134	0.003998762809
135	0.003898793737
136	0.003801323893
137	0.003706290794
138	0.003613633523
139	0.003523292683
140	0.003435210365
141	0.003349330104
142	0.003265596851
143	0.003183956928
144	0.003104358004
145	0.003026749052
146	0.002951080325
147	0.002877303316
148	0.002805370732
149	0.002735236462
150	0.00266685555
151	0.00260018416
152	0.002535179555
153	0.002471800065
154	0.002410005063
155	0.002349754935
156	0.002291011061
157	0.002233735784
158	0.002177892388
159	0.002123445078
160	0.00207035895
161	0.002018599975
162	0.001968134975
163	0.0019189316
164	0.00187095831
165	0.001824184351
166	0.001778579742
167	0.001734115247
168	0.001690762366
169	0.001648493306
170	0.001607280973
171	0.001567098948
172	0.001527921473
173	0.001489723436
174	0.00145248035
175	0.00141616834
176	0.001380764131
177	0.001346245027
178	0.001312588901
179	0.001279774178
180	0.001247779823
181	0.001216585327
182	0.001186170694
183	0.001156516426
184	0.001127603515
185	0.001099413426
186	0.00107192809
187	0.001045129888
188	0.00101900164
189	0.0009935265987
190	0.0009686884334
191	0.0009444712222
192	0.0009208594413
193	0.0008978379549
194	0.0008753920057
195	0.0008535072053
196	0.0008321695248
197	0.0008113652864
198	0.0007910811539
199	0.0007713041248
200	0.0007520215214
201	0.000733220983
202	0.0007148904582
203	0.0006970181965
204	0.0006795927413
205	0.0006626029225
206	0.0006460378492
207	0.0006298869027
208	0.0006141397299
209	0.0005987862365
210	0.0005838165803
211	0.0005692211656
212	0.0005549906362
213	0.0005411158701
214	0.0005275879732
215	0.0005143982737
216	0.0005015383166
217	0.0004889998585
218	0.0004767748619
219	0.0004648554901
220	0.0004532341027
221	0.00044190325
222	0.0004308556686
223	0.0004200842767
224	0.0004095821696
225	0.0003993426152
226	0.0003893590497
227	0.0003796250733
228	0.0003701344463
229	0.000360881085
230	0.0003518590578
231	0.0003430625812
232	0.0003344860165
233	0.000326123866
234	0.0003179707692
235	0.0003100214999
236	0.0003022709623
237	0.0002947141881
238	0.0002873463333
239	0.0002801626749
240	0.0002731586079
241	0.0002663296426
242	0.0002596714014
243	0.0002531796163
244	0.0002468501258
245	0.0002406788725
246	0.0002346619006
247	0.000228795353
248	0.0002230754691
249	0.0002174985823
250	0.0002120611177
251	0.0002067595897
252	0.0002015905998
253	0.0001965508348
254	0.0001916370638
255	0.0001868461372
256	0.0001821749837
257	0.000177620609
258	0.0001731800937
259	0.0001688505913
260	0.0001646293265
261	0.0001605135932
262	0.0001565007533
263	0.0001525882345
264	0.0001487735285
265	0.0001450541903
266	0.0001414278355
267	0.0001378921395
268	0.000134444836
269	0.000131083715
270	0.0001278066221
271	0.0001246114565
272	0.00012149617
273	0.0001184587657
274	0.0001154972966
275	0.0001126098641
276	0.0001097946175
277	0.000107049752
278	0.0001043735081
279	0.0001017641704
280	9.92200661e-05
281	9.673956441e-05
282	9.432107526e-05
283	9.196304835e-05
284	8.96639721e-05
285	8.742237277e-05
286	8.523681342e-05
287	8.310589305e-05
288	8.102824569e-05
289	7.900253952e-05
290	7.7027476e-05
291	7.510178907e-05
292	7.322424432e-05
293	7.139363818e-05
294	6.96087972e-05
295	6.786857725e-05
296	6.617186279e-05
297	6.45175662e-05
298	6.290462702e-05
299	6.133201132e-05
300	5.979871101e-05
301	5.830374321e-05
302	5.684614961e-05
303	5.542499585e-05
304	5.403937093e-05
305	5.268838664e-05
306	5.137117695e-05
307	5.008689751e-05
308	4.883472506e-05
309	4.761385691e-05
310	4.642351047e-05
311	4.526292269e-05
312	4.413134961e-05
313	4.302806585e-05
314	4.195236419e-05
315	4.090355507e-05
316	3.988096618e-05
317	3.888394201e-05
318	3.791184344e-05
319	3.696404734e-05
320	3.603994614e-05
321	3.513894748e-05
322	3.426047378e-05
323	3.340396192e-05
324	3.256886286e-05
325	3.175464128e-05
326	3.096077523e-05
327	3.018675584e-05
328	2.943208693e-05
329	2.869628475e-05
330	2.797887762e-05
331	2.727940567e-05
332	2.659742052e-05
333	2.593248499e-05
334	2.528417286e-05
335	2.465206853e-05
336	2.403576681e-05
337	2.343487263e-05
338	2.28490008e-05
339	2.227777577e-05
340	2.172083137e-05
341	2.117781058e-05
